strQuoteNumber,URL,UserStory,Test_Case_ID,Test_Case_Desc
NI00164529,https://c9t26093.itcs.hpecorp.net/q2cwngq/ngq#/home,US9430_02_TransactionHistory,74247,CPQ_Encore Retirement_US9430_NGQ capture the transaction history_02
